kf_Place ID,kf_URL ID,,,
288,288,,,
289,289,,,
290,290,,,
291,291,,,
292,292,,,
293,293,,,
294,294,,,
295,295,,,
296,296,,,
297,297,,,
298,298,,,
299,299,,,
300,300,,,
301,301,,,
302,302,,,
303,303,,,
304,304,,,
305,305,,,
306,306,,,
307,307,,,
308,308,,,
309,309,,,
310,310,,,
311,311,,,
312,312,,,
313,313,,,
314,314,,,
315,315,,,
316,316,,,
317,317,,,
318,318,,,
319,319,,,
320,320,,,
321,321,,,
322,322,,,
323,323,,,
324,324,,,
325,325,,,
326,326,,,
327,327,,,
328,328,,,
329,329,,,
330,330,,,
331,331,,,
332,332,,,
333,333,,,
334,334,,,
335,335,,,
336,336,,,
337,337,,,
338,338,,,
339,339,,,
340,340,,,
341,341,,,
342,342,,,
343,343,,,
344,344,,,
345,345,,,
346,346,,,
347,347,,,
348,348,,,
349,349,,,
350,350,,,
352,352,,,
353,353,,,
354,354,,,
355,355,,,
356,356,,,
357,357,,,
359,359,,,
360,360,,,
361,361,,,
362,362,,,
363,363,,,
364,364,,,
365,365,,,
366,366,,,
368,368,,,
369,369,,,
370,370,,,
371,371,,,
372,372,,,
373,373,,,
374,374,,,
375,375,,,
376,376,,,
377,377,,,
378,378,,,
379,379,,,
380,380,,,
381,381,,,
382,382,,,
383,383,,,
384,384,,,
385,385,,,
386,386,,,
387,387,,,
388,388,,,
389,389,,,
390,390,,,
391,391,,,
392,392,,,
393,393,,,
394,394,,,
395,395,,,
396,396,,,
397,397,,,
398,398,,,
399,399,,,
400,400,,,
401,401,,,
402,402,,,
403,403,,,
404,404,,,
405,405,,,
406,406,,,
407,407,,,
408,408,,,
409,409,,,
410,410,,,
412,412,,,
413,413,,,
414,414,,,
415,415,,,
416,416,,,
417,417,,,
418,418,,,
419,419,,,
420,420,,,
421,421,,,
422,422,,,
423,423,,,
424,424,,,
425,425,,,
426,426,,,
427,427,,,
428,428,,,
429,429,,,
430,430,,,
431,431,,,
432,432,,,
433,433,,,
434,434,,,
435,435,,,
436,436,,,
437,437,,,
439,439,,,
440,440,,,
441,441,,,
442,442,,,
443,443,,,
444,444,,,
445,445,,,
446,446,,,
447,447,,,
448,448,,,
449,449,,,
450,450,,,
451,451,,,
452,452,,,
453,453,,,
454,454,,,
455,455,,,
456,456,,,
457,457,,,
458,458,,,
459,459,,,
460,460,,,
461,461,,,
462,462,,,
463,463,,,
464,464,,,
465,465,,,
466,466,,,
467,467,,,
468,468,,,
469,469,,,
470,470,,,
471,471,,,
472,472,,,
473,473,,,
474,474,,,
475,475,,,
476,476,,,
477,477,,,
477,32082,,,
478,478,,,
478,32559,,,
479,479,,,
480,480,,,
480,37021,,,
481,481,,,
481,31026,,,
482,482,,,
482,32558,,,
483,483,,,
484,484,,,
484,31667,,,
485,485,,,
485,31188,,,
486,486,,,
486,32930,,,
487,487,,,
487,31993,,,
488,488,,,
488,31607,,,
489,489,,,
489,34485,,,
491,491,,,
491,31348,,,
492,492,,,
492,34131,,,
493,493,,,
494,494,,,
494,46049,,,
496,496,,,
496,34721,,,
497,497,,,
497,43001,,,
498,498,,,
498,33187,,,
499,499,,,
500,500,,,
501,501,,,
502,502,,,
502,35977,,,
503,503,,,
503,34673,,,
504,504,,,
505,505,,,
505,33282,,,
506,506,,,
507,507,,,
507,33362,,,
508,508,,,
509,509,,,
510,510,,,
511,511,,,
512,512,,,
513,513,,,
513,30864,,,
514,514,,,
515,515,,,
515,31245,,,
516,516,,,
516,34153,,,
517,517,,,
518,518,,,
518,32644,,,
519,519,,,
519,30886,,,
520,520,,,
521,521,,,
521,31765,,,
522,522,,,
522,31057,,,
523,523,,,
524,524,,,
525,525,,,
525,31713,,,
526,526,,,
527,527,,,
527,30812,,,
528,528,,,
529,529,,,
529,35642,,,
530,530,,,
530,31145,,,
531,531,,,
531,31329,,,
532,532,,,
533,533,,,
533,31289,,,
534,534,,,
534,31503,,,
536,536,,,
537,537,,,
539,539,,,
540,540,,,
540,35050,,,
541,541,,,
541,33260,,,
542,542,,,
544,544,,,
544,35580,,,
545,545,,,
546,546,,,
547,547,,,
547,31437,,,
548,548,,,
549,549,,,
550,550,,,
551,551,,,
551,33930,,,
552,552,,,
553,553,,,
554,554,,,
554,31172,,,
555,555,,,
555,31012,,,
556,556,,,
556,30831,,,
557,557,,,
557,31044,,,
558,558,,,
558,30863,,,
559,559,,,
559,30983,,,
560,560,,,
560,35980,,,
561,561,,,
561,31508,,,
562,562,,,
563,563,,,
564,564,,,
565,565,,,
566,566,,,
567,567,,,
568,568,,,
569,569,,,
570,570,,,
571,571,,,
572,572,,,
572,38264,,,
573,573,,,
573,34733,,,
574,574,,,
575,575,,,
576,576,,,
577,577,,,
578,578,,,
579,579,,,
580,580,,,
580,31363,,,
581,581,,,
582,582,,,
583,583,,,
584,584,,,
585,585,,,
586,586,,,
587,587,,,
588,588,,,
589,589,,,
590,590,,,
591,591,,,
592,592,,,
593,593,,,
594,594,,,
595,595,,,
596,596,,,
597,597,,,
598,598,,,
599,599,,,
600,600,,,
601,601,,,
602,602,,,
603,603,,,
604,604,,,
605,605,,,
606,606,,,
607,607,,,
608,608,,,
609,609,,,
610,610,,,
611,611,,,
612,612,,,
613,613,,,
614,614,,,
615,615,,,
616,616,,,
617,617,,,
618,618,,,
619,619,,,
620,620,,,
621,621,,,
622,622,,,
623,623,,,
624,624,,,
625,625,,,
626,626,,,
627,627,,,
628,628,,,
629,629,,,
630,630,,,
631,631,,,
632,632,,,
633,633,,,
633,35096,,,
634,634,,,
635,635,,,
636,636,,,
637,637,,,
637,30965,,,
638,638,,,
638,32157,,,
639,639,,,
640,640,,,
641,641,,,
642,642,,,
643,643,,,
643,32334,,,
644,644,,,
645,645,,,
645,48191,,,
646,646,,,
647,647,,,
648,648,,,
648,30855,,,
649,649,,,
650,650,,,
651,651,,,
652,652,,,
653,653,,,
654,654,,,
655,655,,,
656,656,,,
657,657,,,
658,658,,,
659,659,,,
660,660,,,
661,661,,,
662,662,,,
663,663,,,
664,664,,,
665,665,,,
666,666,,,
667,667,,,
668,668,,,
669,669,,,
670,670,,,
671,671,,,
672,672,,,
673,673,,,
674,674,,,
675,675,,,
676,676,,,
677,677,,,
677,33212,,,
678,678,,,
679,679,,,
680,680,,,
681,681,,,
682,682,,,
683,683,,,
684,684,,,
685,685,,,
686,686,,,
687,687,,,
688,688,,,
689,689,,,
690,690,,,
691,691,,,
692,692,,,
693,693,,,
694,694,,,
695,695,,,
695,30844,,,
696,696,,,
696,30813,,,
697,697,,,
698,698,,,
699,699,,,
701,701,,,
701,30814,,,
702,702,,,
705,705,,,
705,34011,,,
706,706,,,
707,707,,,
707,31173,,,
708,708,,,
708,32979,,,
709,709,,,
709,31502,,,
710,710,,,
710,41995,,,
711,711,,,
712,712,,,
713,713,,,
713,35659,,,
714,714,,,
715,715,,,
716,716,,,
717,717,,,
718,718,,,
718,30906,,,
719,719,,,
720,720,,,
721,721,,,
722,722,,,
723,723,,,
724,724,,,
725,725,,,
726,726,,,
727,727,,,
728,728,,,
729,729,,,
730,730,,,
731,731,,,
732,732,,,
733,733,,,
733,41782,,,
734,734,,,
735,735,,,
736,736,,,
737,737,,,
738,738,,,
739,739,,,
740,740,,,
741,741,,,
742,742,,,
744,744,,,
745,745,,,
745,33909,,,
746,746,,,
747,747,,,
748,748,,,
749,749,,,
750,750,,,
751,751,,,
752,752,,,
753,753,,,
754,754,,,
755,755,,,
756,756,,,
757,757,,,
758,758,,,
760,760,,,
761,761,,,
763,763,,,
764,764,,,
765,765,,,
766,766,,,
767,767,,,
768,768,,,
769,769,,,
770,770,,,
771,771,,,
772,772,,,
773,773,,,
774,774,,,
775,775,,,
776,776,,,
777,777,,,
778,778,,,
778,30937,,,
779,779,,,
780,780,,,
780,30861,,,
781,781,,,
781,31119,,,
782,782,,,
782,33127,,,
783,783,,,
783,30776,,,
784,784,,,
785,785,,,
787,787,,,
787,32155,,,
788,788,,,
788,31824,,,
789,789,,,
790,790,,,
791,791,,,
793,793,,,
794,794,,,
795,795,,,
796,796,,,
797,797,,,
798,798,,,
798,31991,,,
799,799,,,
799,31610,,,
800,800,,,
801,801,,,
802,802,,,
803,803,,,
804,804,,,
805,805,,,
806,806,,,
806,31038,,,
807,807,,,
808,808,,,
808,31647,,,
810,810,,,
812,812,,,
813,813,,,
814,814,,,
815,815,,,
815,31757,,,
816,816,,,
817,817,,,
817,32050,,,
818,818,,,
819,819,,,
820,820,,,
821,821,,,
822,822,,,
823,823,,,
824,824,,,
824,48072,,,
825,825,,,
826,826,,,
827,827,,,
828,828,,,
829,829,,,
830,830,,,
831,831,,,
832,832,,,
833,833,,,
834,834,,,
835,835,,,
836,836,,,
837,837,,,
838,838,,,
839,839,,,
840,840,,,
841,841,,,
842,842,,,
843,843,,,
844,844,,,
845,845,,,
845,72222,,,
846,846,,,
847,847,,,
848,848,,,
849,849,,,
850,850,,,
851,851,,,
852,852,,,
853,853,,,
854,854,,,
855,855,,,
856,856,,,
857,857,,,
858,858,,,
859,859,,,
860,860,,,
861,861,,,
862,862,,,
863,863,,,
864,864,,,
865,865,,,
866,866,,,
867,867,,,
868,868,,,
869,869,,,
870,870,,,
871,871,,,
872,872,,,
873,873,,,
874,874,,,
875,875,,,
876,876,,,
877,877,,,
878,878,,,
879,879,,,
880,880,,,
882,882,,,
883,883,,,
884,884,,,
885,885,,,
886,886,,,
886,41114,,,
887,887,,,
888,888,,,
889,889,,,
890,890,,,
891,891,,,
892,892,,,
893,893,,,
894,894,,,
895,895,,,
896,896,,,
897,897,,,
898,898,,,
899,899,,,
900,900,,,
901,901,,,
902,902,,,
903,903,,,
904,904,,,
905,905,,,
906,906,,,
906,46159,,,
907,907,,,
907,48005,,,
908,908,,,
908,36071,,,
909,909,,,
909,73641,,,
910,910,,,
910,32858,,,
911,911,,,
912,912,,,
913,913,,,
914,914,,,
915,915,,,
916,916,,,
917,917,,,
918,918,,,
919,919,,,
920,920,,,
921,921,,,
922,922,,,
923,923,,,
924,924,,,
925,925,,,
926,926,,,
927,927,,,
928,928,,,
929,929,,,
930,930,,,
931,931,,,
932,932,,,
933,933,,,
934,934,,,
935,935,,,
936,936,,,
937,937,,,
938,938,,,
939,939,,,
940,940,,,
941,941,,,
942,942,,,
943,943,,,
944,944,,,
945,945,,,
946,946,,,
947,947,,,
948,948,,,
949,949,,,
950,950,,,
951,951,,,
952,952,,,
953,953,,,
954,954,,,
955,955,,,
956,956,,,
957,957,,,
958,958,,,
959,959,,,
960,960,,,
961,961,,,
962,962,,,
963,963,,,
964,964,,,
965,965,,,
966,966,,,
968,968,,,
969,969,,,
970,970,,,
971,971,,,
972,972,,,
973,973,,,
974,974,,,
975,975,,,
976,976,,,
977,977,,,
978,978,,,
979,979,,,
980,980,,,
981,981,,,
982,982,,,
984,984,,,
985,985,,,
986,986,,,
987,987,,,
988,988,,,
989,989,,,
990,990,,,
991,991,,,
992,992,,,
993,993,,,
994,994,,,
995,995,,,
996,996,,,
997,997,,,
998,998,,,
999,999,,,
1000,1000,,,
1001,1001,,,
1002,1002,,,
1002,72178,,,
1003,1003,,,
1004,1004,,,
1005,1005,,,
1006,1006,,,
1007,1007,,,
1008,1008,,,
1009,1009,,,
1010,1010,,,
1011,77300,,,
1012,1012,,,
1013,1013,,,
1014,1014,,,
1015,1015,,,
1016,1016,,,
1017,1017,,,
1018,1018,,,
1019,1019,,,
1020,1020,,,
1022,1022,,,
1023,1023,,,
1024,1024,,,
1025,1025,,,
1026,1026,,,
1027,1027,,,
1028,1028,,,
1029,1029,,,
1030,1030,,,
1031,1031,,,
1032,1032,,,
1033,1033,,,
1034,1034,,,
1036,1036,,,
1037,1037,,,
1038,1038,,,
1039,1039,,,
1040,1040,,,
1041,1041,,,
1042,1042,,,
1043,1043,,,
1044,1044,,,
1045,1045,,,
1046,1046,,,
1047,1047,,,
1048,1048,,,
1049,1049,,,
1050,1050,,,
1051,1051,,,
1052,1052,,,
1053,1053,,,
1054,1054,,,
1055,1055,,,
1056,1056,,,
1057,1057,,,
1058,1058,,,
1059,1059,,,
1060,1060,,,
1061,1061,,,
1062,1062,,,
1063,1063,,,
1064,1064,,,
1065,1065,,,
1066,1066,,,
1067,1067,,,
1068,1068,,,
1069,1069,,,
1070,1070,,,
1071,1071,,,
1072,1072,,,
1073,1073,,,
1074,1074,,,
1075,1075,,,
1076,1076,,,
1077,1077,,,
1079,1079,,,
1080,1080,,,
1081,1081,,,
1082,1082,,,
1083,1083,,,
1084,1084,,,
1085,1085,,,
1086,1086,,,
1087,1087,,,
1088,1088,,,
1089,1089,,,
1091,1091,,,
1092,1092,,,
1093,1093,,,
1094,1094,,,
1095,1095,,,
1095,31024,,,
1096,1096,,,
1097,1097,,,
1098,1098,,,
1099,1099,,,
1100,1100,,,
1101,1101,,,
1102,1102,,,
1103,1103,,,
1104,1104,,,
1105,1105,,,
1106,1106,,,
1107,1107,,,
1108,1108,,,
1109,1109,,,
1110,1110,,,
1111,1111,,,
1112,1112,,,
1113,1113,,,
1114,1114,,,
1115,1115,,,
1116,1116,,,
1117,1117,,,
1118,1118,,,
1119,1119,,,
1120,1120,,,
1121,1121,,,
1122,1122,,,
1123,1123,,,
1124,1124,,,
1125,1125,,,
1126,1126,,,
1127,1127,,,
1128,1128,,,
1129,1129,,,
1130,1130,,,
1130,35254,,,
1131,1131,,,
1132,1132,,,
1133,1133,,,
1134,1134,,,
1135,1135,,,
1136,1136,,,
1137,1137,,,
1138,1138,,,
1139,1139,,,
1140,1140,,,
1141,1141,,,
1142,1142,,,
1143,1143,,,
1144,1144,,,
1145,1145,,,
1146,1146,,,
1147,1147,,,
1148,1148,,,
1148,79894,,,
1149,1149,,,
1150,1150,,,
1151,1151,,,
1152,1152,,,
1153,1153,,,
1154,1154,,,
1155,1155,,,
1156,1156,,,
1157,1157,,,
1158,1158,,,
1159,1159,,,
1160,1160,,,
1161,1161,,,
1162,1162,,,
1164,1164,,,
1165,1165,,,
1166,1166,,,
1167,1167,,,
1168,1168,,,
1169,1169,,,
1170,1170,,,
1171,1171,,,
1172,1172,,,
1173,1173,,,
1176,1176,,,
1177,1177,,,
1178,1178,,,
1179,1179,,,
1180,1180,,,
1181,1181,,,
1182,1182,,,
1183,1183,,,
1184,1184,,,
1185,1185,,,
1186,1186,,,
1187,1187,,,
1188,1188,,,
1189,1189,,,
1189,41164,,,
1190,1190,,,
1191,1191,,,
1192,1192,,,
1193,1193,,,
1194,1194,,,
1195,1195,,,
1196,1196,,,
1197,1197,,,
1198,1198,,,
1199,1199,,,
1200,1200,,,
1201,1201,,,
1202,1202,,,
1203,1203,,,
1204,1204,,,
1205,1205,,,
1206,1206,,,
1207,1207,,,
1208,1208,,,
1209,1209,,,
1210,1210,,,
1211,1211,,,
1212,1212,,,
1213,1213,,,
1214,1214,,,
1215,1215,,,
1216,1216,,,
1217,1217,,,
1218,1218,,,
1219,1219,,,
1220,1220,,,
1221,1221,,,
1222,1222,,,
1223,1223,,,
1224,1224,,,
1225,1225,,,
1227,1227,,,
1228,1228,,,
1229,1229,,,
1230,1230,,,
1231,1231,,,
1232,1232,,,
1233,1233,,,
1234,1234,,,
1235,1235,,,
1236,1236,,,
1237,1237,,,
1238,1238,,,
1239,1239,,,
1240,1240,,,
1241,1241,,,
1242,1242,,,
1243,1243,,,
1244,1244,,,
1244,32980,,,
1245,1245,,,
1245,31111,,,
1246,1246,,,
1246,30788,,,
1247,1247,,,
1248,1248,,,
1248,30981,,,
1249,1249,,,
1250,1250,,,
1251,1251,,,
1252,1252,,,
1252,38224,,,
1253,1253,,,
1253,32685,,,
1254,1254,,,
1254,31325,,,
1255,1255,,,
1256,1256,,,
1257,1257,,,
1258,1258,,,
1259,1259,,,
1260,1260,,,
1261,1261,,,
1261,30809,,,
1262,1262,,,
1263,1263,,,
1264,1264,,,
1265,1265,,,
1265,32659,,,
1266,1266,,,
1267,1267,,,
1267,30835,,,
1268,1268,,,
1268,30994,,,
1269,1269,,,
1269,41301,,,
1270,1270,,,
1270,30857,,,
1271,1271,,,
1271,30940,,,
1272,1272,,,
1272,31749,,,
1273,1273,,,
1273,43599,,,
1274,1274,,,
1274,31978,,,
1275,1275,,,
1276,1276,,,
1276,31479,,,
1277,1277,,,
1277,37105,,,
1278,1278,,,
1279,1279,,,
1280,1280,,,
1281,1281,,,
1281,30842,,,
1282,1282,,,
1282,31767,,,
1283,1283,,,
1283,30911,,,
1284,1284,,,
1285,1285,,,
1286,1286,,,
1287,1287,,,
1288,1288,,,
1288,30881,,,
1290,1290,,,
1290,38802,,,
1292,1292,,,
1292,46597,,,
1293,1293,,,
1294,1294,,,
1295,1295,,,
1296,1296,,,
1297,1297,,,
1298,1298,,,
1299,1299,,,
1300,1300,,,
1301,1301,,,
1302,1302,,,
1303,1303,,,
1304,1304,,,
1305,1305,,,
1306,1306,,,
1307,1307,,,
1308,1308,,,
1309,1309,,,
1310,1310,,,
1311,1311,,,
1312,1312,,,
1313,1313,,,
1314,1314,,,
1315,1315,,,
1316,1316,,,
1317,1317,,,
1318,1318,,,
1319,1319,,,
1320,1320,,,
1321,1321,,,
1322,1322,,,
1323,1323,,,
1324,1324,,,
1325,1325,,,
1326,1326,,,
1327,1327,,,
1328,1328,,,
1329,1329,,,
1330,1330,,,
1331,1331,,,
1332,1332,,,
1333,1333,,,
1334,1334,,,
1335,1335,,,
1336,1336,,,
1337,1337,,,
1338,1338,,,
1339,1339,,,
1340,1340,,,
1341,1341,,,
1342,1342,,,
1343,1343,,,
1344,1344,,,
1345,1345,,,
1346,1346,,,
1347,1347,,,
1348,1348,,,
1349,1349,,,
1350,1350,,,
1351,1351,,,
1352,1352,,,
1353,1353,,,
1354,1354,,,
1355,1355,,,
1356,1356,,,
1357,1357,,,
1358,1358,,,
1359,1359,,,
1360,1360,,,
1361,1361,,,
1362,1362,,,
1363,1363,,,
1364,1364,,,
1365,1365,,,
1366,1366,,,
1367,1367,,,
1368,1368,,,
1369,1369,,,
1370,1370,,,
1371,1371,,,
1372,1372,,,
1373,1373,,,
1374,1374,,,
1375,1375,,,
1376,1376,,,
1377,1377,,,
1378,1378,,,
1379,1379,,,
1380,1380,,,
1382,1382,,,
1383,1383,,,
1384,1384,,,
1385,1385,,,
1386,1386,,,
1387,1387,,,
1388,1388,,,
1389,1389,,,
1390,1390,,,
1391,1391,,,
1392,1392,,,
1393,1393,,,
1394,1394,,,
1395,1395,,,
1396,1396,,,
1397,1397,,,
1398,1398,,,
1399,1399,,,
1400,1400,,,
1401,1401,,,
1402,1402,,,
1403,1403,,,
1404,1404,,,
1405,1405,,,
1406,1406,,,
1407,1407,,,
1408,1408,,,
1409,1409,,,
1410,1410,,,
1411,1411,,,
1412,1412,,,
1413,1413,,,
1414,1414,,,
1415,1415,,,
1416,1416,,,
1417,1417,,,
1418,1418,,,
1419,1419,,,
1420,1420,,,
1421,1421,,,
1422,1422,,,
1423,1423,,,
1424,1424,,,
1425,1425,,,
1426,1426,,,
1427,1427,,,
1428,1428,,,
1429,1429,,,
1430,1430,,,
1431,1431,,,
1432,1432,,,
1433,1433,,,
1434,1434,,,
1435,1435,,,
1436,1436,,,
1437,1437,,,
1438,1438,,,
1439,1439,,,
1440,1440,,,
1440,46124,,,
1441,1441,,,
1442,1442,,,
1443,1443,,,
1444,1444,,,
1445,1445,,,
1446,1446,,,
1447,1447,,,
1448,1448,,,
1449,1449,,,
1450,1450,,,
1451,1451,,,
1452,1452,,,
1453,1453,,,
1454,1454,,,
1455,1455,,,
1456,1456,,,
1457,1457,,,
1458,1458,,,
1459,1459,,,
1460,1460,,,
1461,1461,,,
1462,1462,,,
1463,1463,,,
1464,1464,,,
1465,1465,,,
1466,1466,,,
1467,1467,,,
1468,1468,,,
1469,1469,,,
1470,1470,,,
1471,1471,,,
1473,1473,,,
1474,1474,,,
1475,1475,,,
1476,1476,,,
1477,1477,,,
1478,1478,,,
1479,1479,,,
1480,1480,,,
1481,1481,,,
1482,1482,,,
1483,1483,,,
1483,36501,,,
1484,1484,,,
1485,1485,,,
1486,1486,,,
1487,1487,,,
1488,1488,,,
1489,1489,,,
1490,1490,,,
1491,1491,,,
1492,1492,,,
1493,1493,,,
1494,1494,,,
1495,1495,,,
1496,1496,,,
1497,1497,,,
1498,1498,,,
1499,1499,,,
1500,1500,,,
1501,1501,,,
1502,1502,,,
1502,32765,,,
1503,1503,,,
1504,1504,,,
1504,44898,,,
1505,1505,,,
1506,1506,,,
1507,1507,,,
1508,1508,,,
1509,1509,,,
1509,34116,,,
1510,1510,,,
1510,42129,,,
1511,1511,,,
1512,1512,,,
1513,1513,,,
1514,1514,,,
1515,1515,,,
1516,1516,,,
1517,1517,,,
1518,1518,,,
1519,1519,,,
1520,1520,,,
1521,1521,,,
1522,1522,,,
1523,1523,,,
1524,1524,,,
1525,1525,,,
1526,1526,,,
1527,1527,,,
1528,1528,,,
1529,1529,,,
1530,1530,,,
1531,1531,,,
1532,1532,,,
1533,1533,,,
1534,1534,,,
1535,1535,,,
1536,1536,,,
1537,1537,,,
1538,1538,,,
1539,1539,,,
1540,1540,,,
1541,1541,,,
1542,1542,,,
1543,1543,,,
1544,1544,,,
1545,1545,,,
1546,1546,,,
1547,1547,,,
1548,1548,,,
1549,1549,,,
1550,1550,,,
1551,1551,,,
1552,1552,,,
1553,1553,,,
1554,1554,,,
1556,1556,,,
1557,1557,,,
1558,1558,,,
1559,1559,,,
1560,1560,,,
1561,1561,,,
1562,1562,,,
1563,1563,,,
1564,1564,,,
1565,1565,,,
1566,1566,,,
1567,1567,,,
1568,1568,,,
1569,1569,,,
1570,1570,,,
1571,1571,,,
1572,1572,,,
1573,1573,,,
1574,1574,,,
1575,1575,,,
1576,1576,,,
1577,1577,,,
1578,1578,,,
1579,1579,,,
1580,1580,,,
1581,1581,,,
1582,1582,,,
1583,1583,,,
1584,1584,,,
1585,1585,,,
1586,1586,,,
1587,1587,,,
1588,1588,,,
1589,1589,,,
1590,1590,,,
1591,1591,,,
1592,1592,,,
1593,1593,,,
1594,1594,,,
1595,1595,,,
1596,1596,,,
1597,1597,,,
1598,1598,,,
1599,1599,,,
1600,1600,,,
1601,1601,,,
1603,1603,,,
1604,1604,,,
1605,1605,,,
1607,1607,,,
1608,1608,,,
1609,1609,,,
1610,1610,,,
1611,1611,,,
1612,1612,,,
1613,1613,,,
1614,1614,,,
1615,1615,,,
1616,1616,,,
1617,1617,,,
1618,1618,,,
1619,1619,,,
1620,1620,,,
1621,1621,,,
1622,1622,,,
1623,1623,,,
1624,1624,,,
1625,1625,,,
1626,1626,,,
1627,1627,,,
1628,1628,,,
1629,1629,,,
1630,1630,,,
1631,1631,,,
1632,1632,,,
1633,1633,,,
1634,1634,,,
1635,1635,,,
1636,1636,,,
1637,1637,,,
1638,1638,,,
1639,1639,,,
1640,1640,,,
1641,1641,,,
1642,1642,,,
1643,1643,,,
1644,1644,,,
1645,1645,,,
1646,1646,,,
1647,1647,,,
1648,1648,,,
1649,1649,,,
1650,1650,,,
1651,1651,,,
1652,1652,,,
1653,1653,,,
1654,1654,,,
1655,1655,,,
1656,1656,,,
1657,1657,,,
1658,1658,,,
1659,1659,,,
1660,1660,,,
1661,1661,,,
1662,1662,,,
1663,1663,,,
